Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month
25,20,8,37.50922877,177,Yes,106.5824454,248.6120297,Poor,Standard,Low_spent_Large_value_payments,37,30502.54,8,7,24,7,2595.878333,18.23,1672.68,154.3933583
25,17,8,34.62966312,178,Yes,20.99723703,324.197238,Poor,Standard,Low_spent_Large_value_payments,37,30502.54,8,7,24,7,2595.878333,18.23,1672.68,154.3933583
25,20,8,32.29080246,179,Yes,199.5862853,175.6081898,Poor,Standard,Low_spent_Large_value_payments,37,30502.54,8,7,24,7,2595.878333,18.23,1672.68,154.3933583
25,20,8,37.61101214,180,Yes,215.382797,179.811678,Poor,Standard,Low_spent_Large_value_payments,37,30502.54,8,7,24,7,2595.878333,18.23,1672.68,154.3933583
30,8,8,35.62726893,190,Yes,128.3534494,369.5424496,Standard,Standard,Low_spent_Large_value_payments,20,30272.61,3,3,15,1,2258.7175,8.83,180.94,17.97585099
30,8,8,36.36723057,191,Yes,156.7351886,311.1607104,Standard,Standard,Low_spent_Large_value_payments,20,30272.61,3,3,15,1,2258.7175,8.83,180.94,17.97585099
30,6,8,24.92422156,192,Yes,145.7232424,332.1726566,Standard,Standard,Low_spent_Large_value_payments,20,30272.61,3,3,15,1,2258.7175,8.83,180.94,17.97585099
30,8,9,38.13742934,193,NM,128.6410776,349.2548214,Standard,Standard,Low_spent_Large_value_payments,20,30272.61,3,3,15,1,2258.7175,8.83,180.94,17.97585099
30,8,9,26.15751353,194,Yes,124.7341359,353.1617631,Standard,Standard,Low_spent_Large_value_payments,20,30272.61,3,3,15,1,2258.7175,8.83,180.94,17.97585099
30,8,9,31.78766414,195,Yes,162.7897104,335.1061886,Standard,Standard,Low_spent_Large_value_payments,20,30272.61,3,3,15,1,2258.7175,8.83,180.94,17.97585099
30,8,9,34.81880458,196,NM,80.76136899,407.13453,Standard,Standard,Low_spent_Large_value_payments,20,30272.61,3,3,15,1,2258.7175,8.83,180.94,17.97585099
30,8,9,27.04666863,197,Yes,110.2154588,387.6804402,Standard,Standard,Low_spent_Large_value_payments,20,30272.61,3,3,15,1,2258.7175,8.83,180.94,17.97585099
11,20,0,39.58066955,242,No,217.6930633,463.4315287,Standard,Standard,High_spent_Medium_value_payments,31,59971.42,8,5,6,3,5190.618333,0.52,203.03,107.9372413
11,20,0,32.60829425,243,No,398.1844951,302.940097,Standard,Standard,High_spent_Medium_value_payments,31,59971.42,8,5,6,3,5190.618333,0.52,203.03,107.9372413
11,20,0,27.43864956,244,NM,108.9602477,542.1643443,Standard,Standard,High_spent_Medium_value_payments,31,59971.42,8,5,6,3,5190.618333,0.52,203.03,107.9372413
11,18,0,36.61509401,245,No,81.93143455,579.1931575,Standard,Standard,High_spent_Medium_value_payments,31,59971.42,8,5,6,3,5190.618333,0.52,203.03,107.9372413
12,18,4,30.37106369,246,No,171.767829,499.356763,Standard,Standard,High_spent_Medium_value_payments,31,59971.42,8,5,6,3,5190.618333,0.52,203.03,107.9372413
11,20,4,37.97601468,247,No,63.43139147,597.6932006,Standard,Standard,High_spent_Medium_value_payments,31,59971.42,8,5,6,3,5190.618333,0.52,203.03,107.9372413
11,20,4,36.47943083,248,No,123.0979479,538.0266441,Standard,Standard,High_spent_Medium_value_payments,31,59971.42,8,5,6,3,5190.618333,0.52,203.03,107.9372413
11,20,4,34.4296386,249,No,66.87314027,594.2514518,Standard,Standard,High_spent_Medium_value_payments,31,59971.42,8,5,6,3,5190.618333,0.52,203.03,107.9372413
9,9,1,25.56459705,268,NM,93.31106009,380.4551271,Standard,Good,Low_spent_Small_value_payments,32,42220.39,1,4,1,4,3490.365833,7.48,257.81,135.2703962
11,9,1,26.87244765,269,No,219.4359664,264.3302207,Standard,Good,Low_spent_Small_value_payments,32,42220.39,1,4,1,4,3490.365833,7.48,257.81,135.2703962
6,9,1,28.6426246,270,No,331.3087925,172.4573946,Standard,Good,Low_spent_Small_value_payments,32,42220.39,1,4,1,4,3490.365833,7.48,257.81,135.2703962
9,9,1,29.92048346,271,No,166.2878549,327.4783322,Standard,Good,Low_spent_Small_value_payments,32,42220.39,1,4,1,4,3490.365833,7.48,257.81,135.2703962
9,9,1,33.1033798,272,NM,138.822868,324.9433192,Standard,Good,Low_spent_Small_value_payments,32,42220.39,1,4,1,4,3490.365833,7.48,257.81,135.2703962
5,9,1,32.08385288,273,NM,181.2826135,322.4835737,Standard,Good,Low_spent_Small_value_payments,32,42220.39,1,4,1,4,3490.365833,7.48,257.81,135.2703962
9,8,1,26.96808788,274,No,244.3060778,259.4601093,Standard,Good,Low_spent_Small_value_payments,32,42220.39,1,4,1,4,3490.365833,7.48,257.81,135.2703962
9,11,1,34.16244973,275,No,140.4523116,323.3138755,Standard,Good,Low_spent_Small_value_payments,32,42220.39,1,4,1,4,3490.365833,7.48,257.81,135.2703962
14,2,2,37.27591161,277,No,120.203879,413.4391267,Good,Good,High_spent_Small_value_payments,51,43581.13,4,3,9,3,3566.760833,8.56,900.83,103.0330777
14,2,2,25.00899806,278,No,451.5403574,92.10264827,Good,Good,High_spent_Small_value_payments,51,43581.13,4,3,9,3,3566.760833,8.56,900.83,103.0330777
11,3,2,40.95969613,279,No,39.53457993,464.1084257,Good,Good,High_spent_Small_value_payments,51,43581.13,4,3,9,3,3566.760833,8.56,900.83,103.0330777
14,3,2,25.61272993,280,No,57.05960796,446.5833977,Good,Good,High_spent_Small_value_payments,51,43581.13,4,3,9,3,3566.760833,8.56,900.83,103.0330777
14,2,2,34.13471492,281,No,79.46497696,414.1780287,Good,Good,High_spent_Small_value_payments,51,43581.13,4,3,9,3,3566.760833,8.56,900.83,103.0330777
18,3,2,38.11566497,282,No,182.6181577,361.0248479,Good,Good,High_spent_Small_value_payments,51,43581.13,4,3,9,3,3566.760833,8.56,900.83,103.0330777
14,3,2,26.33896349,282,No,100.155658,413.4873477,Good,Good,High_spent_Small_value_payments,51,43581.13,4,3,9,3,3566.760833,8.56,900.83,103.0330777
18,3,2,38.4990964,282,No,136.7203607,376.922645,Standard,Good,High_spent_Small_value_payments,51,43581.13,4,3,9,3,3566.760833,8.56,900.83,103.0330777
2,5,4,26.21133323,227,No,189.688518,303.022982,Good,Good,Low_spent_Medium_value_payments,50,28681.38,3,5,2,0,2127.115,2.82,467.64,0
2,5,4,38.11375608,228,No,57.84732471,414.8641753,Good,Good,Low_spent_Medium_value_payments,50,28681.38,3,5,2,0,2127.115,2.82,467.64,0
2,5,4,25.39354008,229,No,183.9762249,308.7352751,Good,Good,Low_spent_Medium_value_payments,50,28681.38,3,5,2,0,2127.115,2.82,467.64,0
4,7,4,23.48687745,230,No,169.4526585,379.0302627,Standard,Good,Low_spent_Medium_value_payments,50,28681.38,3,5,2,0,2127.115,2.82,467.64,0
1,5,4,23.91529125,231,No,177.0887087,305.6227913,Good,Good,Low_spent_Medium_value_payments,50,28681.38,3,5,2,0,2127.115,2.82,467.64,0
2,5,4,27.80797513,231,No,42.14609888,420.5654011,Good,Good,Low_spent_Medium_value_payments,50,28681.38,3,5,2,0,2127.115,2.82,467.64,0
2,5,4,31.40347043,233,No,161.8166084,330.8948916,Good,Good,Low_spent_Medium_value_payments,50,28681.38,3,5,2,0,2127.115,2.82,467.64,0
2,5,4,32.0041069,234,No,169.4526585,335.1314153,Good,Good,Low_spent_Medium_value_payments,50,28681.38,3,5,2,0,2127.115,2.82,467.64,0
12,17,7,34.78417245,218,Yes,57.83548953,405.6505068,Standard,Standard,High_spent_Medium_value_payments,33,35376.32,8,3,19,3,2717.026667,15.14,1166.47,58.21667032
12,17,7,39.99222456,219,Yes,61.4909092,401.9950871,Standard,Standard,High_spent_Medium_value_payments,33,35376.32,8,3,19,3,2717.026667,15.14,1166.47,58.21667032
12,18,7,28.44892451,220,Yes,317.5063563,185.97964,Standard,Standard,High_spent_Medium_value_payments,33,35376.32,8,3,19,3,2717.026667,15.14,1166.47,58.21667032
12,15,7,31.42112705,221,NM,74.73654163,317.1611418,Standard,Standard,High_spent_Medium_value_payments,33,35376.32,8,3,19,3,2717.026667,15.14,1166.47,58.21667032
12,15,7,30.24080727,222,Yes,126.1543147,357.3316816,Standard,Standard,High_spent_Medium_value_payments,33,35376.32,8,3,19,3,2717.026667,15.14,1166.47,58.21667032
8,15,7,35.67602081,223,NM,59.79900184,413.6869945,Standard,Standard,High_spent_Medium_value_payments,33,35376.32,8,3,19,3,2717.026667,15.14,1166.47,58.21667032
12,18,7,26.12615892,224,Yes,87.98217406,375.5038223,Standard,Standard,High_spent_Medium_value_payments,33,35376.32,8,3,19,3,2717.026667,15.14,1166.47,58.21667032
12,15,7,26.75140311,225,NM,74.73654163,370.568977,Standard,Standard,High_spent_Medium_value_payments,33,35376.32,8,3,19,3,2717.026667,15.14,1166.47,58.21667032
9,3,4,27.65170151,302,No,108.3841889,251.6506322,Standard,Good,Low_spent_Small_value_payments,48,15488.885,0,4,4,0,1273.740417,1.38,1287.59,0
4,1,4,22.63546187,303,NM,29.44719579,337.9268459,Good,Good,Low_spent_Small_value_payments,48,15488.885,0,4,4,0,1273.740417,1.38,1287.59,0
6,0,4,28.2454871,304,No,155.2232445,262.1507971,Good,Good,Low_spent_Small_value_payments,48,15488.885,0,4,4,0,1273.740417,1.38,1287.59,0
3,2,4,27.80802651,305,No,73.24941749,344.1246242,Standard,Good,Low_spent_Small_value_payments,48,15488.885,0,4,4,0,1273.740417,1.38,1287.59,0
6,0,4,31.10834678,306,No,144.922638,272.4514036,Standard,Good,Low_spent_Small_value_payments,48,15488.885,0,4,4,0,1273.740417,1.38,1287.59,0
1,0,4,30.80107913,307,NM,97.70545172,319.6685899,Standard,Good,Low_spent_Small_value_payments,48,15488.885,0,4,4,0,1273.740417,1.38,1287.59,0
6,0,4,33.98147214,308,No,108.3841889,298.9898528,Good,Good,Low_spent_Small_value_payments,48,15488.885,0,4,4,0,1273.740417,1.38,1287.59,0
10,0,9,39.43210616,309,No,155.9186675,261.4553742,Good,Good,Low_spent_Small_value_payments,48,15488.885,0,4,4,0,1273.740417,1.38,1287.59,0
21,17,1,33.82929719,226,No,68.8519378,369.6677237,Standard,Standard,Low_spent_Medium_value_payments,26,19853.35,7,4,6,2,1726.445833,11.63,816.46,28.07196547
21,17,1,35.28021683,227,No,22.03026347,362.5423544,Standard,Standard,Low_spent_Medium_value_payments,26,19853.35,7,4,6,2,1726.445833,11.63,816.46,28.07196547
21,18,1,38.35929016,227,No,62.06471233,342.5079055,Standard,Standard,Low_spent_Medium_value_payments,26,19853.35,7,4,6,2,1726.445833,11.63,816.46,28.07196547
21,20,2,33.43584261,229,No,123.7961781,290.7764397,Standard,Standard,Low_spent_Medium_value_payments,26,19853.35,7,4,6,2,1726.445833,11.63,816.46,28.07196547
22,17,2,28.15432154,230,NM,84.41866077,320.1539571,Standard,Standard,Low_spent_Medium_value_payments,26,19853.35,7,4,6,2,1726.445833,11.63,816.46,28.07196547
21,17,2,38.77875139,231,No,104.2653578,320.30726,Standard,Standard,Low_spent_Medium_value_payments,26,19853.35,7,4,6,2,1726.445833,11.63,816.46,28.07196547
21,17,2,28.9406896,232,No,64.88849631,369.6841215,Standard,Standard,Low_spent_Medium_value_payments,26,19853.35,7,4,6,2,1726.445833,11.63,816.46,28.07196547
25,17,2,29.85795807,232,No,68.8519378,325.7206801,Standard,Standard,Low_spent_Medium_value_payments,26,19853.35,7,4,6,2,1726.445833,11.63,816.46,28.07196547
18,1,1,27.56800421,215,No,414.0255925,641.6721483,Poor,Good,High_spent_Large_value_payments,33,115643.01,3,7,2,3,9910.9175,6.89,951.36,195.3940091
13,4,1,30.64862041,216,No,670.2124917,395.4852492,Standard,Good,High_spent_Large_value_payments,33,115643.01,3,7,2,3,9910.9175,6.89,951.36,195.3940091
18,1,1,33.02244357,217,No,102.0319785,933.6657624,Poor,Good,High_spent_Large_value_payments,33,115643.01,3,7,2,3,9910.9175,6.89,951.36,195.3940091
18,0,1,23.40766359,218,No,868.4215954,207.2761454,Poor,Good,High_spent_Large_value_payments,33,115643.01,3,7,2,3,9910.9175,6.89,951.36,195.3940091
18,1,1,41.09080181,219,No,133.5556741,902.1420668,Standard,Good,High_spent_Large_value_payments,33,115643.01,3,7,2,3,9910.9175,6.89,951.36,195.3940091
18,3,1,30.2873135,220,NM,644.4721303,431.2256105,Poor,Good,High_spent_Large_value_payments,33,115643.01,3,7,2,3,9910.9175,6.89,951.36,195.3940091
18,1,1,34.28101395,221,No,116.4639131,929.2338278,Poor,Good,High_spent_Large_value_payments,33,115643.01,3,7,2,3,9910.9175,6.89,951.36,195.3940091
18,1,1,39.1727994,222,No,731.1251628,344.5725781,Poor,Good,High_spent_Large_value_payments,33,115643.01,3,7,2,3,9910.9175,6.89,951.36,195.3940091
6,19,7,27.51300973,97,Yes,32.37729898,288.2384683,Standard,Standard,Low_spent_Small_value_payments,44,7512.225,7,7,14,5,513.01875,11.87,540.07,20.68610769
6,17,9,23.90991208,98,Yes,63.02139644,257.5943709,Standard,Standard,Low_spent_Small_value_payments,44,7512.225,7,7,14,5,513.01875,11.87,540.07,20.68610769
6,17,9,33.85302645,99,NM,53.16535684,267.4504105,Standard,Standard,Low_spent_Small_value_payments,44,7512.225,7,7,14,5,513.01875,11.87,540.07,20.68610769
6,16,9,29.15999445,100,Yes,42.59795497,278.0178123,Standard,Standard,Low_spent_Small_value_payments,44,7512.225,7,7,14,5,513.01875,11.87,540.07,20.68610769
6,20,9,26.06325537,101,Yes,10.13191094,270.4838564,Standard,Standard,Low_spent_Small_value_payments,44,7512.225,7,7,14,5,513.01875,11.87,540.07,20.68610769
6,17,9,30.79841422,101,Yes,25.80361934,294.812148,Standard,Standard,Low_spent_Small_value_payments,44,7512.225,7,7,14,5,513.01875,11.87,540.07,20.68610769
2,15,9,37.38445938,103,Yes,35.66272972,254.9530376,Standard,Standard,Low_spent_Small_value_payments,44,7512.225,7,7,14,5,513.01875,11.87,540.07,20.68610769
6,17,9,23.82272533,104,Yes,27.98080463,292.6349627,Standard,Standard,Low_spent_Small_value_payments,44,7512.225,7,7,14,5,513.01875,11.87,540.07,20.68610769
61,24,12,31.0425119,95,Yes,123.585426,346.0356564,Poor,Bad,Low_spent_Small_value_payments,16,35161.46,10,8,32,6,2930.121667,2.49,4445.32,113.3910842
58,20,12,29.46906222,96,Yes,82.98997859,346.6311039,Standard,Bad,Low_spent_Small_value_payments,16,35161.46,10,8,32,6,2930.121667,2.49,4445.32,113.3910842
61,23,12,29.68532244,97,Yes,204.8329297,264.7881528,Standard,Bad,Low_spent_Small_value_payments,16,35161.46,10,8,32,6,2930.121667,2.49,4445.32,113.3910842
61,21,15,33.15011988,98,Yes,78.34093426,381.2801482,Poor,Bad,Low_spent_Small_value_payments,16,35161.46,10,8,32,6,2930.121667,2.49,4445.32,113.3910842
56,19,15,28.41173359,99,Yes,37.42498443,392.196098,Poor,Bad,Low_spent_Small_value_payments,16,35161.46,10,8,32,6,2930.121667,2.49,4445.32,113.3910842
65,24,15,27.11896522,100,Yes,19.01948976,400.6015927,Poor,Bad,Low_spent_Small_value_payments,16,35161.46,10,8,32,6,2930.121667,2.49,4445.32,113.3910842
65,21,15,32.53315907,100,Yes,362.0947217,107.5263608,Poor,Bad,Low_spent_Small_value_payments,16,35161.46,10,8,32,6,2930.121667,2.49,4445.32,113.3910842
61,21,15,33.80137556,102,Yes,367.5519373,102.0691452,Poor,Bad,Low_spent_Small_value_payments,16,35161.46,10,8,32,6,2930.121667,2.49,4445.32,113.3910842
56,16,11,41.34692749,107,Yes,26.30815984,311.199516,Standard,Bad,Low_spent_Small_value_payments,34,9133.045,6,7,34,6,777.0870833,15.26,3035.88,30.20103248
60,16,11,37.47715843,108,Yes,60.06650759,277.4411683,Standard,Bad,Low_spent_Small_value_payments,34,9133.045,6,7,34,6,777.0870833,15.26,3035.88,30.20103248
63,16,11,37.62121972,109,Yes,42.1771251,285.3305508,Standard,Bad,Low_spent_Small_value_payments,34,9133.045,6,7,34,6,777.0870833,15.26,3035.88,30.20103248
61,16,11,32.01028671,110,Yes,46.48832383,281.019352,Good,Bad,Low_spent_Small_value_payments,34,9133.045,6,7,34,6,777.0870833,15.26,3035.88,30.20103248
61,19,11,31.19875966,111,Yes,35.77146298,271.7362129,Good,Bad,Low_spent_Small_value_payments,34,9133.045,6,7,34,6,777.0870833,15.26,3035.88,30.20103248
61,14,11,36.66944085,112,Yes,48.45451194,269.0531639,Good,Bad,Low_spent_Small_value_payments,34,9133.045,6,7,34,6,777.0870833,15.26,3035.88,30.20103248
61,16,11,37.02781102,113,NM,75.62614013,261.8815357,Good,Bad,Low_spent_Small_value_payments,34,9133.045,6,7,34,6,777.0870833,15.26,3035.88,30.20103248
61,16,11,28.2964114,114,Yes,31.01263605,276.4950398,Good,Bad,Low_spent_Small_value_payments,34,9133.045,6,7,34,6,777.0870833,15.26,3035.88,30.20103248
38,15,12,26.51448318,68,Yes,87.58752722,306.4916244,Standard,Bad,Low_spent_Small_value_payments,22,19283.47,10,8,34,9,1886.955833,26.43,4404.48,84.61643173
38,16,12,40.44311542,69,Yes,43.34465042,300.7345012,Standard,Bad,Low_spent_Small_value_payments,22,19283.47,10,8,34,9,1886.955833,26.43,4404.48,84.61643173
38,15,12,24.73345048,70,Yes,87.58752722,149.6890621,Standard,Bad,Low_spent_Small_value_payments,22,19283.47,10,8,34,9,1886.955833,26.43,4404.48,84.61643173
38,15,12,36.81321436,71,Yes,118.9762629,265.1028887,Standard,Bad,Low_spent_Small_value_payments,22,19283.47,10,8,34,9,1886.955833,26.43,4404.48,84.61643173
38,15,12,24.26782583,72,Yes,45.36876137,308.7103902,Standard,Bad,Low_spent_Small_value_payments,22,19283.47,10,8,34,9,1886.955833,26.43,4404.48,84.61643173
38,15,12,38.01777594,73,Yes,25.49382195,318.5853297,Standard,Bad,Low_spent_Small_value_payments,22,19283.47,10,8,34,9,1886.955833,26.43,4404.48,84.61643173
42,17,12,31.62499369,74,Yes,173.7049863,220.3741653,Standard,Bad,Low_spent_Small_value_payments,22,19283.47,10,8,34,9,1886.955833,26.43,4404.48,84.61643173
38,17,12,22.99097766,75,Yes,103.5079457,270.5712059,Standard,Bad,Low_spent_Small_value_payments,22,19283.47,10,8,34,9,1886.955833,26.43,4404.48,84.61643173
29,7,2,40.27395345,224,No,82.10389005,625.7856023,Poor,Good,High_spent_Medium_value_payments,23,66502.76,0,6,1,2,5379.896667,7.06,276.91,80.10017431
31,10,2,25.85623159,225,No,131.0999091,566.7895833,Poor,Good,High_spent_Medium_value_payments,23,66502.76,0,6,1,2,5379.896667,7.06,276.91,80.10017431
29,10,2,33.4594584,226,No,70.98632216,636.9031702,Poor,Good,High_spent_Medium_value_payments,23,66502.76,0,6,1,2,5379.896667,7.06,276.91,80.10017431
29,8,2,31.26324999,227,No,97.47015739,600.419335,Poor,Good,High_spent_Medium_value_payments,23,66502.76,0,6,1,2,5379.896667,7.06,276.91,80.10017431
29,10,2,23.33091259,228,No,374.667545,353.2219474,Standard,Good,High_spent_Medium_value_payments,23,66502.76,0,6,1,2,5379.896667,7.06,276.91,80.10017431
29,10,2,35.76220154,229,NM,211.1375988,506.7518935,Poor,Good,High_spent_Medium_value_payments,23,66502.76,0,6,1,2,5379.896667,7.06,276.91,80.10017431
29,11,2,39.80826972,230,No,136.5930026,581.2964897,Poor,Good,High_spent_Medium_value_payments,23,66502.76,0,6,1,2,5379.896667,7.06,276.91,80.10017431
29,10,2,35.51355429,231,No,149.1292831,558.7602093,Poor,Good,High_spent_Medium_value_payments,23,66502.76,0,6,1,2,5379.896667,7.06,276.91,80.10017431
21,11,7,38.48831078,64,Yes,92.59222789,254.8194468,Standard,Standard,Low_spent_Small_value_payments,33,9444.795,7,8,28,6,850.06625,17.57,1701.58,27.5949503
26,9,7,35.18216454,65,Yes,28.49645707,278.9152176,Standard,Standard,Low_spent_Small_value_payments,33,9444.795,7,8,28,6,850.06625,17.57,1701.58,27.5949503
26,11,7,35.76303907,66,Yes,62.5719184,255.860069,Poor,Standard,Low_spent_Small_value_payments,33,9444.795,7,8,28,6,850.06625,17.57,1701.58,27.5949503
31,11,7,30.66682464,67,Yes,71.40615723,276.0055175,Poor,Standard,Low_spent_Small_value_payments,33,9444.795,7,8,28,6,850.06625,17.57,1701.58,27.5949503
26,11,7,33.20798895,68,Yes,83.43984726,263.9718274,Poor,Standard,Low_spent_Small_value_payments,33,9444.795,7,8,28,6,850.06625,17.57,1701.58,27.5949503
25,12,7,36.85162288,69,Yes,20.14142612,277.2702486,Poor,Standard,Low_spent_Small_value_payments,33,9444.795,7,8,28,6,850.06625,17.57,1701.58,27.5949503
26,11,7,38.81867456,70,Yes,62.5719184,284.8397563,Poor,Standard,Low_spent_Small_value_payments,33,9444.795,7,8,28,6,850.06625,17.57,1701.58,27.5949503
26,11,7,25.64161686,71,Yes,60.23201765,277.1796571,Poor,Standard,Low_spent_Small_value_payments,33,9444.795,7,8,28,6,850.06625,17.57,1701.58,27.5949503
5,3,2,36.97651581,298,No,433.1852678,376.069951,Poor,Good,Low_spent_Medium_value_payments,46,70112.78,1,7,3,2,5989.731667,1.75,877.06,69.71794787
5,3,2,27.43320195,299,No,469.3210996,339.9341192,Standard,Good,Low_spent_Medium_value_payments,46,70112.78,1,7,3,2,5989.731667,1.75,877.06,69.71794787
5,3,2,29.76451184,300,NM,545.8562339,263.3989849,Poor,Good,Low_spent_Medium_value_payments,46,70112.78,1,7,3,2,5989.731667,1.75,877.06,69.71794787
5,3,2,35.54211365,300,No,541.2524164,268.0028024,Poor,Good,Low_spent_Medium_value_payments,46,70112.78,1,7,3,2,5989.731667,1.75,877.06,69.71794787
3,4,5,35.44189502,302,No,94.87331908,674.3818997,Poor,Good,Low_spent_Medium_value_payments,46,70112.78,1,7,3,2,5989.731667,1.75,877.06,69.71794787
7,3,5,33.51310192,303,NM,433.1852678,666.7678119,Poor,Good,Low_spent_Medium_value_payments,46,70112.78,1,7,3,2,5989.731667,1.75,877.06,69.71794787
5,1,5,39.90739755,304,No,122.5441589,656.7110599,Poor,Good,Low_spent_Medium_value_payments,46,70112.78,1,7,3,2,5989.731667,1.75,877.06,69.71794787
5,3,5,34.2977985,305,No,185.1508386,594.1043802,Poor,Good,Low_spent_Medium_value_payments,46,70112.78,1,7,3,2,5989.731667,1.75,877.06,69.71794787
27,23,10,37.27594078,233,Yes,93.21312485,277.812525,Poor,Bad,Low_spent_Small_value_payments,17,15604.56,9,5,25,3,1389.38,8.08,2686.18,37.91235014
27,23,10,31.09297235,233,Yes,65.8787918,325.1468581,Poor,Bad,Low_spent_Small_value_payments,17,15604.56,9,5,25,3,1389.38,8.08,2686.18,37.91235014
27,23,10,27.39811578,234,Yes,56.0390886,314.9865613,Poor,Bad,Low_spent_Small_value_payments,17,15604.56,9,5,25,3,1389.38,8.08,2686.18,37.91235014
27,23,10,37.98187464,235,Yes,169.0607979,221.964852,Poor,Bad,Low_spent_Small_value_payments,17,15604.56,9,5,25,3,1389.38,8.08,2686.18,37.91235014
31,24,13,37.20855788,236,Yes,62.34275238,298.6828975,Poor,Bad,Low_spent_Small_value_payments,17,15604.56,9,5,25,3,1389.38,8.08,2686.18,37.91235014
31,23,13,38.61447028,237,Yes,25.9869617,335.0386882,Poor,Bad,Low_spent_Small_value_payments,17,15604.56,9,5,25,3,1389.38,8.08,2686.18,37.91235014
29,23,13,26.80881792,238,Yes,124.8943026,256.1313472,Standard,Bad,Low_spent_Small_value_payments,17,15604.56,9,5,25,3,1389.38,8.08,2686.18,37.91235014
27,23,13,35.18408185,238,Yes,92.11398853,298.9116613,Standard,Bad,Low_spent_Small_value_payments,17,15604.56,9,5,25,3,1389.38,8.08,2686.18,37.91235014
18,6,4,23.06996228,304,No,208.5060891,490.5581022,Good,Good,High_spent_Medium_value_payments,36,68935.26,1,5,8,3,5518.605,3.25,457.81,102.7963086
14,8,4,34.69013759,305,NM,211.7721859,584.1471399,Good,Good,High_spent_Medium_value_payments,36,68935.26,1,5,8,3,5518.605,3.25,457.81,102.7963086
14,9,4,37.45209398,306,No,739.7896616,536.2477096,Good,Good,High_spent_Medium_value_payments,36,68935.26,1,5,8,3,5518.605,3.25,457.81,102.7963086
14,5,4,27.6047595,307,No,215.0382826,484.0259088,Good,Good,High_spent_Medium_value_payments,36,68935.26,1,5,8,3,5518.605,3.25,457.81,102.7963086
17,6,4,36.53246992,308,No,371.8341314,337.2300599,Good,Good,High_spent_Medium_value_payments,36,68935.26,1,5,8,3,5518.605,3.25,457.81,102.7963086
14,3,4,36.50307552,309,No,162.8164817,536.2477096,Good,Good,High_spent_Medium_value_payments,36,68935.26,1,5,8,3,5518.605,3.25,457.81,102.7963086
14,6,5,26.17545189,310,No,211.7721859,612.9310047,Good,Good,High_spent_Medium_value_payments,36,68935.26,1,5,8,3,5518.605,3.25,457.81,102.7963086
12,9,5,26.82103884,311,No,37.17466132,651.88953,Good,Good,High_spent_Medium_value_payments,36,68935.26,1,5,8,3,5518.605,3.25,457.81,102.7963086
21,8,1,24.10101884,241,Yes,195.2840071,332.5206354,Standard,Standard,Low_spent_Small_value_payments,42,31807,8,3,14,2,2733.583333,14.68,611.04,35.55369086
17,8,1,29.95563613,241,Yes,59.79390725,418.0107352,Standard,Standard,Low_spent_Small_value_payments,42,31807,8,3,14,2,2733.583333,14.68,611.04,35.55369086
17,8,1,23.41143447,243,Yes,104.8348455,349.8835461,Standard,Standard,Low_spent_Small_value_payments,42,31807,8,3,14,2,2733.583333,14.68,611.04,35.55369086
21,8,1,27.06705363,244,Yes,32.15559293,455.6490495,Good,Standard,Low_spent_Small_value_payments,42,31807,8,3,14,2,2733.583333,14.68,611.04,35.55369086
12,8,1,33.56369078,245,NM,159.3500743,338.4545682,Good,Standard,Low_spent_Small_value_payments,42,31807,8,3,14,2,2733.583333,14.68,611.04,35.55369086
17,11,1,25.15308482,246,NM,104.8348455,382.969797,Good,Standard,Low_spent_Small_value_payments,42,31807,8,3,14,2,2733.583333,14.68,611.04,35.55369086
18,8,1,32.96827475,247,Yes,202.9485382,304.8561042,Good,Standard,Low_spent_Small_value_payments,42,31807,8,3,14,2,2733.583333,14.68,611.04,35.55369086
20,8,1,40.66511242,248,Yes,35.27687637,442.5277661,Good,Standard,Low_spent_Small_value_payments,42,31807,8,3,14,2,2733.583333,14.68,611.04,35.55369086
23,14,12,36.61446866,183,Yes,141.3578697,216.1538873,Poor,Standard,Low_spent_Small_value_payments,36,10025.2,10,10,21,7,1089.433333,16.88,1409.58,41.43157634
23,14,12,37.44166625,184,Yes,83.79413236,290.7693068,Poor,Standard,Low_spent_Small_value_payments,36,10025.2,10,10,21,7,1089.433333,16.88,1409.58,41.43157634
23,14,12,28.82956825,185,Yes,83.79413236,253.7176246,Poor,Standard,Low_spent_Small_value_payments,36,10025.2,10,10,21,7,1089.433333,16.88,1409.58,41.43157634
27,11,12,36.18180914,186,NM,65.98234303,291.529414,Poor,Standard,Low_spent_Small_value_payments,36,10025.2,10,10,21,7,1089.433333,16.88,1409.58,41.43157634
23,11,12,30.80777958,187,Yes,83.79413236,311.9552779,Poor,Standard,Low_spent_Small_value_payments,36,10025.2,10,10,21,7,1089.433333,16.88,1409.58,41.43157634
23,14,12,37.5870229,188,Yes,83.79413236,313.6858346,Poor,Standard,Low_spent_Small_value_payments,36,10025.2,10,10,21,7,1089.433333,16.88,1409.58,41.43157634
